gene_symbol,string_id
COL6A1,9606.ENSP00000355180
COL6A2,9606.ENSP00000300527
COL6A3,9606.ENSP00000295550
COL7A1,9606.ENSP00000332371
COL8A2,9606.ENSP00000380901
COLGALT1,9606.ENSP00000252599
COMP,9606.ENSP00000222271
COMT,9606.ENSP00000354511
COPA,9606.ENSP00000357048
COPB1,9606.ENSP00000249923
COPB2,9606.ENSP00000329419
COPE,9606.ENSP00000469035
COPS5,9606.ENSP00000350512
COPZ2,9606.ENSP00000480707
COQ3,9606.ENSP00000254759
COQ5,9606.ENSP00000288532
COQ9,9606.ENSP00000262507
CORO1A,9606.ENSP00000219150
COX10,9606.ENSP00000261643
COX11,9606.ENSP00000299335
COX15,9606.ENSP00000016171
COX17,9606.ENSP00000261070
COX4I1,9606.ENSP00000457513
COX5A,9606.ENSP00000317780
COX5B,9606.ENSP00000258424
COX6A1,9606.ENSP00000229379
COX6B1,9606.ENSP00000466818
COX6C,9606.ENSP00000429707
COX7A1,9606.ENSP00000292907
COX7A2,9606.ENSP00000359098
COX7A2L,9606.ENSP00000367938
COX7B,9606.ENSP00000497474
COX7C,9606.ENSP00000425759
COX8A,9606.ENSP00000321260
CP,9606.ENSP00000264613
CPB1,9606.ENSP00000417222
CPE,9606.ENSP00000386104
CPEB2,9606.ENSP00000443985
CPEB3,9606.ENSP00000265997
CPM,9606.ENSP00000339157
CPOX,9606.ENSP00000497326
CPQ,9606.ENSP00000220763
CPT1A,9606.ENSP00000265641
CPT2,9606.ENSP00000360541
CR2,9606.ENSP00000356024
CRABP1,9606.ENSP00000299529
CRABP2,9606.ENSP00000482841
CRAT,9606.ENSP00000315013
CRB3,9606.ENSP00000349204
CREBBP,9606.ENSP00000262367
CREG1,9606.ENSP00000359540
CRIP2,9606.ENSP00000426119
CRLF1,9606.ENSP00000376188
CRMP1,9606.ENSP00000321606
CROCC,9606.ENSP00000364691
CROT,9606.ENSP00000413575
CRTAM,9606.ENSP00000227348
CRYAB,9606.ENSP00000433560
CRYBG1,9606.ENSP00000358062
CRYZ,9606.ENSP00000399805
CS,9606.ENSP00000342056
CSAD,9606.ENSP00000267085
CSE1L,9606.ENSP00000262982
CSF1,9606.ENSP00000327513
CSF2RA,9606.ENSP00000394227
CSF2RB,9606.ENSP00000384053
CSF3R,9606.ENSP00000362195
CSK,9606.ENSP00000220003
CSNK1D,9606.ENSP00000381531
CSNK1E,9606.ENSP00000380044
CSNK2A2,9606.ENSP00000262506
CSNK2B,9606.ENSP00000365042
CSRNP2,9606.ENSP00000228515
CSRP1,9606.ENSP00000356275
CSRP2,9606.ENSP00000310901
CST7,9606.ENSP00000420384
CSTF2,9606.ENSP00000387996
CSTF3,9606.ENSP00000315791
CTBP1,9606.ENSP00000290921
CTCF,9606.ENSP00000494538
CTF1,9606.ENSP00000279804
CTH,9606.ENSP00000359976
CTHRC1,9606.ENSP00000330523
CTLA4,9606.ENSP00000497102
CTNNA1,9606.ENSP00000304669
CTNNB1,9606.ENSP00000495360
CTNND1,9606.ENSP00000382004
CTNS,9606.ENSP00000371294
CTPS1,9606.ENSP00000497744
CTSB,9606.ENSP00000345672
CTSC,9606.ENSP00000227266
CTSD,9606.ENSP00000236671
CTSF,9606.ENSP00000310832
CTSH,9606.ENSP00000220166
CTSK,9606.ENSP00000271651
CTSL,9606.ENSP00000345344
CTSO,9606.ENSP00000414904
CTSS,9606.ENSP00000357981
CTSV,9606.ENSP00000259470
CTSZ,9606.ENSP00000217131
CTTN,9606.ENSP00000365745
CUL1,9606.ENSP00000326804
CUL3,9606.ENSP00000264414
CUL4A,9606.ENSP00000364589
CUL5,9606.ENSP00000376808
CX3CL1,9606.ENSP00000006053
CXCL1,9606.ENSP00000379110
CXCL10,9606.ENSP00000305651
CXCL11,9606.ENSP00000306884
CXCL12,9606.ENSP00000379140
CXCL13,9606.ENSP00000286758
CXCL14,9606.ENSP00000337065
CXCL16,9606.ENSP00000293778
CXCL2,9606.ENSP00000427279
CXCL8,9606.ENSP00000306512
CXCL9,9606.ENSP00000354901
CXCR3,9606.ENSP00000362795
CXCR4,9606.ENSP00000386884
CXCR6,9606.ENSP00000395704
CXXC1,9606.ENSP00000390475
CYB5A,9606.ENSP00000341625
CYB5B,9606.ENSP00000308430
CYB5R1,9606.ENSP00000356218
CYB5R3,9606.ENSP00000354468
CYBB,9606.ENSP00000367851
CYC1,9606.ENSP00000317159
CYCS,9606.ENSP00000307786
CYFIP1,9606.ENSP00000481038
CYFIP2,9606.ENSP00000479719
CYLD,9606.ENSP00000392025
CYP26A1,9606.ENSP00000224356
CYP26B1,9606.ENSP00000001146
CYP27A1,9606.ENSP00000258415
CYP2J2,9606.ENSP00000360247
CYP2S1,9606.ENSP00000308032
CYP39A1,9606.ENSP00000275016
CYP4B1,9606.ENSP00000360991
CYP4F11,9606.ENSP00000384588
CYP51A1,9606.ENSP00000003100
CYP7B1,9606.ENSP00000310721
CYTH2,9606.ENSP00000493357
D2HGDH,9606.ENSP00000315351
DAAM1,9606.ENSP00000378557
DAB2,9606.ENSP00000313391
DAD1,9606.ENSP00000250498
DAP,9606.ENSP00000394163
DAP3,9606.ENSP00000357320
DAPK2,9606.ENSP00000484390
DAPP1,9606.ENSP00000423602
DARS1,9606.ENSP00000264161
DBF4,9606.ENSP00000265728
DBI,9606.ENSP00000486361
DBP,9606.ENSP00000222122
DBT,9606.ENSP00000359151
DCAF10,9606.ENSP00000366953
DCAF11,9606.ENSP00000415556
DCBLD2,9606.ENSP00000321573
DCK,9606.ENSP00000286648
DCLRE1B,9606.ENSP00000498042
DCN,9606.ENSP00000052754
DCP1A,9606.ENSP00000476386
DCP2,9606.ENSP00000373715
DCPS,9606.ENSP00000263579
DCTN1,9606.ENSP00000354791
DCTN4,9606.ENSP00000414906
DCTPP1,9606.ENSP00000322524
DCUN1D1,9606.ENSP00000292782
DCXR,9606.ENSP00000303356
DDAH1,9606.ENSP00000284031
DDAH2,9606.ENSP00000364949
DDB1,9606.ENSP00000301764
DDB2,9606.ENSP00000256996
DDIT3,9606.ENSP00000448665
DDIT4,9606.ENSP00000307305
DDX10,9606.ENSP00000314348
DDX18,9606.ENSP00000263239
DDX21,9606.ENSP00000346120
DDX39A,9606.ENSP00000242776
DDX60,9606.ENSP00000377344
DECR1,9606.ENSP00000220764
DEF6,9606.ENSP00000319831
DEGS1,9606.ENSP00000316476
DEK,9606.ENSP00000498653
DENND2B,9606.ENSP00000433528
DENND5A,9606.ENSP00000328524
DEPDC1,9606.ENSP00000412292
DEPTOR,9606.ENSP00000286234
DES,9606.ENSP00000363071
DFFA,9606.ENSP00000366237
DGAT1,9606.ENSP00000482264
DGCR8,9606.ENSP00000263209
DGKA,9606.ENSP00000377703
DGKH,9606.ENSP00000337572
DGUOK,9606.ENSP00000264093
DHCR24,9606.ENSP00000360316
DHCR7,9606.ENSP00000347717
DHFR,9606.ENSP00000396308
DHPS,9606.ENSP00000210060
DHRS1,9606.ENSP00000380027
DHRS2,9606.ENSP00000344674
DHRS3,9606.ENSP00000480439
DHRS7,9606.ENSP00000216500
DHRS7B,9606.ENSP00000378887
DHX15,9606.ENSP00000336741
DHX16,9606.ENSP00000365625
DHX58,9606.ENSP00000251642
DIAPH3,9606.ENSP00000383178
DIO1,9606.ENSP00000354643
DIO2,9606.ENSP00000451419
DKC1,9606.ENSP00000358563
DKK1,9606.ENSP00000363081
DLAT,9606.ENSP00000280346
DLC1,9606.ENSP00000276297
DLD,9606.ENSP00000205402
DLG1,9606.ENSP00000345731
DLG4,9606.ENSP00000497806
DLG5,9606.ENSP00000361467
DLGAP5,9606.ENSP00000247191
DLK2,9606.ENSP00000349893
DLL1,9606.ENSP00000355718
DLST,9606.ENSP00000335304
DMAC2L,9606.ENSP00000451583
DMC1,9606.ENSP00000216024
DMD,9606.ENSP00000354923
DMPK,9606.ENSP00000345997
DMTN,9606.ENSP00000427866
DNAJA1,9606.ENSP00000369127
DNAJA4,9606.ENSP00000378324
DNAJB1,9606.ENSP00000254322
DNAJB4,9606.ENSP00000359799
DNAJB9,9606.ENSP00000249356
DNAJC1,9606.ENSP00000366179
DNAJC12,9606.ENSP00000225171
DNAJC15,9606.ENSP00000368523
DNAJC3,9606.ENSP00000473631
DNM1L,9606.ENSP00000449089
DNMBP,9606.ENSP00000315659
DNMT1,9606.ENSP00000352516
DNTTIP2,9606.ENSP00000411010
DOCK10,9606.ENSP00000493664
DOCK2,9606.ENSP00000429283
DOCK4,9606.ENSP00000410746
DOCK9,9606.ENSP00000365643
DONSON,9606.ENSP00000307143
DOP1A,9606.ENSP00000237163
DPP4,9606.ENSP00000353731
DPYD,9606.ENSP00000359211
DPYSL2,9606.ENSP00000427985
DPYSL3,9606.ENSP00000343690
DPYSL4,9606.ENSP00000339850
DR1,9606.ENSP00000359295
DRAM1,9606.ENSP00000258534
DRAM2,9606.ENSP00000286692
DSC2,9606.ENSP00000280904
DSC3,9606.ENSP00000353608
DSCC1,9606.ENSP00000322180
DST,9606.ENSP00000307959
DTNA,9606.ENSP00000470152
DTNB,9606.ENSP00000384084
DTX1,9606.ENSP00000257600
DTX2,9606.ENSP00000322885
DTX4,9606.ENSP00000227451
DTYMK,9606.ENSP00000304802
DUSP1,9606.ENSP00000239223
DUSP14,9606.ENSP00000477653
DUSP2,9606.ENSP00000288943
DUSP3,9606.ENSP00000226004
DUSP4,9606.ENSP00000240100
DUSP5,9606.ENSP00000358596
DUSP6,9606.ENSP00000279488
DUT,9606.ENSP00000370376
DVL2,9606.ENSP00000005340
DYNC1H1,9606.ENSP00000348965
DYNLL2,9606.ENSP00000477310
DYNLT3,9606.ENSP00000367841
DYRK1A,9606.ENSP00000340373
DYRK2,9606.ENSP00000342105
DYRK3,9606.ENSP00000356076
E2F1,9606.ENSP00000345571
E2F2,9606.ENSP00000355249
E2F3,9606.ENSP00000262904
E2F4,9606.ENSP00000368686
E2F5,9606.ENSP00000398124
E2F8,9606.ENSP00000250024
EBI3,9606.ENSP00000221847
EBP,9606.ENSP00000417052
ECD,9606.ENSP00000401566
ECH1,9606.ENSP00000221418
ECHS1,9606.ENSP00000357535
ECI1,9606.ENSP00000301729
ECI2,9606.ENSP00000369461
ECM1,9606.ENSP00000358045
ECM2,9606.ENSP00000344758
ECSIT,9606.ENSP00000270517
ECT2,9606.ENSP00000376457
EDC4,9606.ENSP00000351811
EDEM1,9606.ENSP00000256497
EDF1,9606.ENSP00000224073
EDIL3,9606.ENSP00000296591
EDN1,9606.ENSP00000368683
EDN2,9606.ENSP00000361668
EED,9606.ENSP00000338186
EEF1AKMT1,9606.ENSP00000372206
EEF1B2,9606.ENSP00000376055
EEF1E1,9606.ENSP00000369038
EEF2,9606.ENSP00000307940
EFEMP1,9606.ENSP00000378058
EFEMP2,9606.ENSP00000309953
EFHC1,9606.ENSP00000360107
EFHD1,9606.ENSP00000264059
EFNA1,9606.ENSP00000357392
EFNA3,9606.ENSP00000357393
EFNA5,9606.ENSP00000328777
EFS,9606.ENSP00000216733
EGF,9606.ENSP00000265171
EGFR,9606.ENSP00000275493
EGLN2,9606.ENSP00000469686
EGLN3,9606.ENSP00000250457
EGR1,9606.ENSP00000239938
EGR2,9606.ENSP00000242480
EGR3,9606.ENSP00000318057
EHD1,9606.ENSP00000479153
EHHADH,9606.ENSP00000231887
EI24,9606.ENSP00000278903
EIF1,9606.ENSP00000419449
EIF1AX,9606.ENSP00000368927
EIF1B,9606.ENSP00000232905
EIF2AK1,9606.ENSP00000199389
EIF2AK2,9606.ENSP00000233057
EIF2AK3,9606.ENSP00000307235
EIF2S1,9606.ENSP00000256383
EIF2S2,9606.ENSP00000364119
EIF2S3,9606.ENSP00000253039
EIF3A,9606.ENSP00000358140
EIF3B,9606.ENSP00000354125
EIF3D,9606.ENSP00000216190
EIF3J,9606.ENSP00000261868
EIF4A1,9606.ENSP00000293831
EIF4A2,9606.ENSP00000326381
EIF4A3,9606.ENSP00000497641
EIF4E,9606.ENSP00000425561
EIF4E3,9606.ENSP00000393324
EIF4EBP1,9606.ENSP00000340691
EIF4G1,9606.ENSP00000416255
EIF4G2,9606.ENSP00000433664
EIF4G3,9606.ENSP00000383274
EIF4H,9606.ENSP00000265753
EIF5,9606.ENSP00000216554
EIF5A,9606.ENSP00000336702
ELF1,9606.ENSP00000239882
ELF3,9606.ENSP00000352673
ELF4,9606.ENSP00000311280
ELK4,9606.ENSP00000350681
ELL,9606.ENSP00000262809
ELL2,9606.ENSP00000237853
ELMOD3,9606.ENSP00000386248
ELN,9606.ENSP00000351807
ELOA,9606.ENSP00000395574
ELOVL2,9606.ENSP00000346693
ELOVL3,9606.ENSP00000359022
ELOVL5,9606.ENSP00000359956
ELOVL6,9606.ENSP00000378105
ELP1,9606.ENSP00000363779
ELP4,9606.ENSP00000379267
EMP1,9606.ENSP00000256951
EMP2,9606.ENSP00000352540
EMP3,9606.ENSP00000469194
ENDOD1,9606.ENSP00000278505
ENG,9606.ENSP00000362299
ENO1,9606.ENSP00000495530
ENO2,9606.ENSP00000437402
ENO3,9606.ENSP00000324105
ENPEP,9606.ENSP00000265162
ENPP1,9606.ENSP00000498074
ENPP2,9606.ENSP00000259486
ENTPD5,9606.ENSP00000335246
ENTPD7,9606.ENSP00000359520
EOMES,9606.ENSP00000388620
EPB41,9606.ENSP00000345259
EPB41L2,9606.ENSP00000357110
EPB41L3,9606.ENSP00000343158
EPCAM,9606.ENSP00000263735
EPHA2,9606.ENSP00000351209
EPHB2,9606.ENSP00000383053
EPHB3,9606.ENSP00000332118
EPHB4,9606.ENSP00000350896
EPHX1,9606.ENSP00000480004
EPHX2,9606.ENSP00000430269
EPOR,9606.ENSP00000222139
EPRS1,9606.ENSP00000355890
EPS8L2,9606.ENSP00000435585
EPSTI1,9606.ENSP00000318982
ERAP2,9606.ENSP00000400376
ERBB2,9606.ENSP00000269571
ERBB3,9606.ENSP00000267101
ERCC1,9606.ENSP00000013807
ERCC2,9606.ENSP00000375809
ERCC3,9606.ENSP00000285398
ERCC4,9606.ENSP00000310520
ERCC5,9606.ENSP00000498881
ERCC8,9606.ENSP00000265038
ERGIC3,9606.ENSP00000349970
ERH,9606.ENSP00000451080
ERMAP,9606.ENSP00000361595
ERN1,9606.ENSP00000401445
ERO1A,9606.ENSP00000379042
ERP29,9606.ENSP00000261735
ERRFI1,9606.ENSP00000366702
ESPL1,9606.ENSP00000257934
ESR1,9606.ENSP00000405330
ESRP2,9606.ENSP00000418748
ESRRA,9606.ENSP00000384851
ESYT1,9606.ENSP00000267113
ETF1,9606.ENSP00000353741
ETFA,9606.ENSP00000452762
ETFB,9606.ENSP00000346173
ETFBKMT,9606.ENSP00000350353
ETFDH,9606.ENSP00000426638
ETHE1,9606.ENSP00000292147
ETS1,9606.ENSP00000376436
ETS2,9606.ENSP00000353344
ETV1,9606.ENSP00000405327
ETV4,9606.ENSP00000321835
ETV5,9606.ENSP00000306894
EVI5,9606.ENSP00000440826
EVL,9606.ENSP00000376652
EWSR1,9606.ENSP00000400142
EXO1,9606.ENSP00000355506
EXOC2,9606.ENSP00000230449
EXOC4,9606.ENSP00000253861
EXOSC1,9606.ENSP00000359939
EXOSC10,9606.ENSP00000366135
EXOSC2,9606.ENSP00000361433
EXOSC4,9606.ENSP00000315476
EXOSC5,9606.ENSP00000221233
EXOSC7,9606.ENSP00000265564
EXOSC8,9606.ENSP00000374354
EXOSC9,9606.ENSP00000368984
EXT1,9606.ENSP00000367446
EXT2,9606.ENSP00000379032
EZH1,9606.ENSP00000404658
EZH2,9606.ENSP00000320147
EZR,9606.ENSP00000338934
F10,9606.ENSP00000364709
F12,9606.ENSP00000253496
F13A1,9606.ENSP00000264870
F2R,9606.ENSP00000321326
F2RL1,9606.ENSP00000296677
F2RL2,9606.ENSP00000296641
F3,9606.ENSP00000334145
F5,9606.ENSP00000356771
F7,9606.ENSP00000364731
F8,9606.ENSP00000353393
FABP3,9606.ENSP00000362817
FABP4,9606.ENSP00000256104
FABP5,9606.ENSP00000297258
FABP6,9606.ENSP00000377549
FADS1,9606.ENSP00000322229
FADS2,9606.ENSP00000278840
FAH,9606.ENSP00000385080
FAM120A,9606.ENSP00000277165
FAM162A,9606.ENSP00000419088
FANCC,9606.ENSP00000289081
FAP,9606.ENSP00000188790
FARP1,9606.ENSP00000486285
FARSA,9606.ENSP00000320309
FAS,9606.ENSP00000498466
FASLG,9606.ENSP00000356694
FASN,9606.ENSP00000304592
FBL,9606.ENSP00000221801
FBLN1,9606.ENSP00000331544
FBLN2,9606.ENSP00000384169
FBLN5,9606.ENSP00000345008
FBN1,9606.ENSP00000325527
FBN2,9606.ENSP00000424571
FBP1,9606.ENSP00000408025
FBXO34,9606.ENSP00000313159
FBXO4,9606.ENSP00000281623
FBXO5,9606.ENSP00000229758
FBXO6,9606.ENSP00000365944
FBXO7,9606.ENSP00000266087
FBXO9,9606.ENSP00000244426
FBXW11,9606.ENSP00000265094
FBXW7,9606.ENSP00000474725
FCER1G,9606.ENSP00000289902
FCGR1A,9606.ENSP00000358165
FCGR2B,9606.ENSP00000351497
FCMR,9606.ENSP00000356058
FCN1,9606.ENSP00000360871
FDFT1,9606.ENSP00000491537
FDPS,9606.ENSP00000349078
FDX1,9606.ENSP00000260270
FDXR,9606.ENSP00000416515
FECH,9606.ENSP00000498358
FEN1,9606.ENSP00000305480
FERMT2,9606.ENSP00000342858
FES,9606.ENSP00000331504
FEZ1,9606.ENSP00000497070
FFAR2,9606.ENSP00000473159
FGD4,9606.ENSP00000433666
FGD6,9606.ENSP00000344446
FGF13,9606.ENSP00000396198
FGF16,9606.ENSP00000399324
FGF18,9606.ENSP00000274625
FGF2,9606.ENSP00000264498
FGFR1,9606.ENSP00000393312
FGFR3,9606.ENSP00000339824
FGGY,9606.ENSP00000360262
FGL2,9606.ENSP00000248598
FGR,9606.ENSP00000363117
FH,9606.ENSP00000355518
FHL1,9606.ENSP00000498684
FHL2,9606.ENSP00000386892
FIS1,9606.ENSP00000223136
FJX1,9606.ENSP00000400223
FKBP14,9606.ENSP00000222803
FKBP1A,9606.ENSP00000383003
FKBP1B,9606.ENSP00000370373
FKBP4,9606.ENSP00000001008
FKBP5,9606.ENSP00000444810
FLII,9606.ENSP00000324573
FLNA,9606.ENSP00000358866
FLNB,9606.ENSP00000420213
FLNC,9606.ENSP00000327145
FLOT2,9606.ENSP00000378368
FLT4,9606.ENSP00000261937
FMO1,9606.ENSP00000346901
FMO3,9606.ENSP00000356729
FMOD,9606.ENSP00000347041
FN1,9606.ENSP00000346839
FN3K,9606.ENSP00000300784
FNTA,9606.ENSP00000303423
FOS,9606.ENSP00000306245
FOSB,9606.ENSP00000245919
FOSL1,9606.ENSP00000310170
FOSL2,9606.ENSP00000264716
FOXC1,9606.ENSP00000493906
FOXC2,9606.ENSP00000497759
FOXJ2,9606.ENSP00000162391
FOXN3,9606.ENSP00000343288
FOXO1,9606.ENSP00000368880
FOXO3,9606.ENSP00000339527
FOXO4,9606.ENSP00000363377
FPR1,9606.ENSP00000471493
FRAT1,9606.ENSP00000360060
FRK,9606.ENSP00000476145
FSCN1,9606.ENSP00000371798
FST,9606.ENSP00000256759
FSTL1,9606.ENSP00000295633
FSTL3,9606.ENSP00000166139
FTL,9606.ENSP00000366525
FUCA1,9606.ENSP00000363603
FURIN,9606.ENSP00000483552
FUS,9606.ENSP00000254108
FUT4,9606.ENSP00000351602
FUT8,9606.ENSP00000353910
FXN,9606.ENSP00000419243
FYB1,9606.ENSP00000493623
FYN,9606.ENSP00000346671
FZD1,9606.ENSP00000287934
FZD2,9606.ENSP00000323901
FZD4,9606.ENSP00000434034
FZD5,9606.ENSP00000354607
FZD7,9606.ENSP00000286201
FZD8,9606.ENSP00000363826
G0S2,9606.ENSP00000355996
G3BP1,9606.ENSP00000377681
G3BP2,9606.ENSP00000352738
G6PD,9606.ENSP00000377192
GAA,9606.ENSP00000305692
GAB2,9606.ENSP00000354952
GABARAPL1,9606.ENSP00000411256
GABARAPL2,9606.ENSP00000037243
GABBR1,9606.ENSP00000366233
GADD45A,9606.ENSP00000360025
GADD45B,9606.ENSP00000215631
GADD45G,9606.ENSP00000252506
GAL,9606.ENSP00000265643
GALC,9606.ENSP00000261304
GALE,9606.ENSP00000483375
GALK1,9606.ENSP00000225614
GALK2,9606.ENSP00000453129
GALM,9606.ENSP00000272252
GALNT1,9606.ENSP00000269195
GALNT3,9606.ENSP00000376465
GAMT,9606.ENSP00000403536
GAPDH,9606.ENSP00000380070
GAPVD1,9606.ENSP00000377665
GART,9606.ENSP00000371253
GAS1,9606.ENSP00000298743
GATA3,9606.ENSP00000368632
GBE1,9606.ENSP00000410833
GBF1,9606.ENSP00000359000
GBP2,9606.ENSP00000359497
GBP4,9606.ENSP00000359490
GCA,9606.ENSP00000394842
GCDH,9606.ENSP00000466845
GCH1,9606.ENSP00000477796
GCLC,9606.ENSP00000497574
GCLM,9606.ENSP00000359258
GCNT1,9606.ENSP00000415454
GCNT2,9606.ENSP00000419411
GDE1,9606.ENSP00000261386
GEM,9606.ENSP00000297596
GEMIN4,9606.ENSP00000321706
GFI1,9606.ENSP00000294702
GFPT1,9606.ENSP00000349860
GFPT2,9606.ENSP00000253778
GFRA1,9606.ENSP00000347591
GGA2,9606.ENSP00000311962
GGH,9606.ENSP00000260118
GHITM,9606.ENSP00000361207
GHRL,9606.ENSP00000335074
GINS1,9606.ENSP00000262460
GINS2,9606.ENSP00000253462
GINS3,9606.ENSP00000401018
GINS4,9606.ENSP00000276533
GJA1,9606.ENSP00000282561
GJA5,9606.ENSP00000484552
GJB3,9606.ENSP00000362464
GLA,9606.ENSP00000218516
GLCE,9606.ENSP00000261858
GLDC,9606.ENSP00000370737
GLI1,9606.ENSP00000228682
GLIPR1,9606.ENSP00000266659
GLIPR2,9606.ENSP00000367196
GLMN,9606.ENSP00000359385
GLO1,9606.ENSP00000362463
GLRX,9606.ENSP00000369314
GLRX2,9606.ENSP00000356410
GLRX5,9606.ENSP00000328570
GLS,9606.ENSP00000317379
GLUD1,9606.ENSP00000277865
GLUL,9606.ENSP00000307900
GM2A,9606.ENSP00000349687
GMCL1,9606.ENSP00000282570
GMFB,9606.ENSP00000350757
GMPPA,9606.ENSP00000350949
GMPPB,9606.ENSP00000309092
GMPR,9606.ENSP00000259727
GMPR2,9606.ENSP00000454038
GMPS,9606.ENSP00000419851
GNA14,9606.ENSP00000365807
GNA15,9606.ENSP00000262958
GNAI1,9606.ENSP00000497260
GNAI2,9606.ENSP00000312999
GNAI3,9606.ENSP00000358867
GNAO1,9606.ENSP00000262494
GNAS,9606.ENSP00000360141
GNB2,9606.ENSP00000305260
GNB4,9606.ENSP00000232564
GNE,9606.ENSP00000379839
GNG11,9606.ENSP00000248564
GNG12,9606.ENSP00000360021
GNG2,9606.ENSP00000334448
GNGT2,9606.ENSP00000421710
GNL3,9606.ENSP00000395772
GNMT,9606.ENSP00000361894
GNPAT,9606.ENSP00000355607
GNPDA1,9606.ENSP00000423674
GOLGA4,9606.ENSP00000349305
GOSR2,9606.ENSP00000461784
GOT1,9606.ENSP00000359539
GOT2,9606.ENSP00000245206
GP1BA,9606.ENSP00000329380
GP2,9606.ENSP00000370767
GPAM,9606.ENSP00000265276
GPAT4,9606.ENSP00000380184
GPC1,9606.ENSP00000264039
GPC3,9606.ENSP00000377836
GPC4,9606.ENSP00000359864
GPD1,9606.ENSP00000301149
GPD1L,9606.ENSP00000282541
GPD2,9606.ENSP00000308610
GPER1,9606.ENSP00000380281
GPHN,9606.ENSP00000417901
GPI,9606.ENSP00000405573
GPNMB,9606.ENSP00000371420
GPR132,9606.ENSP00000328818
GPR18,9606.ENSP00000343428
GPR183,9606.ENSP00000365596
GPR19,9606.ENSP00000498976
GPR3,9606.ENSP00000363136
GPR65,9606.ENSP00000267549
GPRC5B,9606.ENSP00000300571
GPRC5C,9606.ENSP00000499092
GPX2,9606.ENSP00000374265
GPX3,9606.ENSP00000373477
GPX4,9606.ENSP00000346103
GPX7,9606.ENSP00000354677
GPX8,9606.ENSP00000423822
GRB2,9606.ENSP00000376345
GRB7,9606.ENSP00000403459
GREB1,9606.ENSP00000370896
GREM1,9606.ENSP00000498748
GRHPR,9606.ENSP00000313432
GRINA,9606.ENSP00000314380
GRK2,9606.ENSP00000312262
GRK5,9606.ENSP00000376609
GRPEL1,9606.ENSP00000264954
GRWD1,9606.ENSP00000253237
GSDME,9606.ENSP00000339587
GSK3B,9606.ENSP00000324806
GSN,9606.ENSP00000362924
GSPT1,9606.ENSP00000398131
GSR,9606.ENSP00000221130
GSS,9606.ENSP00000495750
GSTK1,9606.ENSP00000431049
GSTM1,9606.ENSP00000311469
GSTM2,9606.ENSP00000241337
GSTM3,9606.ENSP00000354357
GSTM4,9606.ENSP00000358851
GSTO1,9606.ENSP00000358727
GSTZ1,9606.ENSP00000451976
GTF2A2,9606.ENSP00000379372
GTF2B,9606.ENSP00000359531
GTF2F1,9606.ENSP00000377969
GTF2H1,9606.ENSP00000265963
GTF2H3,9606.ENSP00000445162
GTF2H5,9606.ENSP00000476100
GTF3C5,9606.ENSP00000361180
GUCY1A1,9606.ENSP00000296518
GUCY1B1,9606.ENSP00000426786
GUCY2D,9606.ENSP00000254854
GUK1,9606.ENSP00000355689
GUSB,9606.ENSP00000302728
GYPC,9606.ENSP00000259254
GYS1,9606.ENSP00000317904
GZMA,9606.ENSP00000274306
GZMB,9606.ENSP00000216341
GZMK,9606.ENSP00000231009
H1-0,9606.ENSP00000344504
H1-2,9606.ENSP00000339566
H2AJ,9606.ENSP00000438553
H2AX,9606.ENSP00000434024
H2AZ1,9606.ENSP00000296417
H2AZ2,9606.ENSP00000308405
H2BC12,9606.ENSP00000349430
H4C3,9606.ENSP00000367034
HACL1,9606.ENSP00000323811
HADH,9606.ENSP00000474560
HADHA,9606.ENSP00000370023
HADHB,9606.ENSP00000325136
HAGH,9606.ENSP00000380514
HAS1,9606.ENSP00000222115
HAS2,9606.ENSP00000306991
HAX1,9606.ENSP00000329002
HBB,9606.ENSP00000494175
HBEGF,9606.ENSP00000230990
HCCS,9606.ENSP00000370139
HCLS1,9606.ENSP00000320176
HDAC1,9606.ENSP00000362649
HDAC11,9606.ENSP00000295757
HDAC2,9606.ENSP00000430432
HDAC3,9606.ENSP00000302967
HDAC5,9606.ENSP00000225983
HDAC6,9606.ENSP00000365804
HDAC9,9606.ENSP00000408617
HDDC2,9606.ENSP00000381220
HDGF,9606.ENSP00000357189
HDLBP,9606.ENSP00000375836
HEBP1,9606.ENSP00000014930
HELLS,9606.ENSP00000377601
HELZ2,9606.ENSP00000417401
HERC6,9606.ENSP00000264346
HERPUD1,9606.ENSP00000409555
HES1,9606.ENSP00000232424
HES6,9606.ENSP00000272937
HEXA,9606.ENSP00000455114
HEXIM1,9606.ENSP00000328773
HEY1,9606.ENSP00000338272
HEY2,9606.ENSP00000357348
HEYL,9606.ENSP00000361943
HGF,9606.ENSP00000222390
HHEX,9606.ENSP00000282728
HIBCH,9606.ENSP00000352706
HIF1A,9606.ENSP00000437955
HINT1,9606.ENSP00000304229
HIPK2,9606.ENSP00000385571
HIRA,9606.ENSP00000263208
HK1,9606.ENSP00000494664
HK2,9606.ENSP00000290573
HLA-A,9606.ENSP00000379873
HLA-B,9606.ENSP00000399168
HLA-C,9606.ENSP00000365402
HLA-DMA,9606.ENSP00000363976
HLA-DMB,9606.ENSP00000398890
HLA-DOA,9606.ENSP00000229829
HLA-DOB,9606.ENSP00000496848
HLA-DQA1,9606.ENSP00000339398
HLA-DRA,9606.ENSP00000378786
HLA-DRB1,9606.ENSP00000353099
HLA-E,9606.ENSP00000365817
HLA-F,9606.ENSP00000259951
HLA-G,9606.ENSP00000366024
HMBS,9606.ENSP00000498786
