"protein1","protein2","combined_score"
"9606.ENSP00000000412","9606.ENSP00000311962",911
"9606.ENSP00000000412","9606.ENSP00000349437",991
"9606.ENSP00000001008","9606.ENSP00000351646",979
"9606.ENSP00000001008","9606.ENSP00000350815",945
"9606.ENSP00000001008","9606.ENSP00000444810",972
"9606.ENSP00000001008","9606.ENSP00000401645",712
"9606.ENSP00000001008","9606.ENSP00000437125",942
"9606.ENSP00000001008","9606.ENSP00000359385",983
"9606.ENSP00000001008","9606.ENSP00000378199",748
"9606.ENSP00000001008","9606.ENSP00000354558",961
"9606.ENSP00000001008","9606.ENSP00000451828",914
"9606.ENSP00000001008","9606.ENSP00000482075",990
"9606.ENSP00000001008","9606.ENSP00000254322",957
"9606.ENSP00000001008","9606.ENSP00000360609",999
"9606.ENSP00000001008","9606.ENSP00000302961",998
"9606.ENSP00000001008","9606.ENSP00000231509",996
"9606.ENSP00000001008","9606.ENSP00000335153",999
"9606.ENSP00000001008","9606.ENSP00000263038",783
"9606.ENSP00000001008","9606.ENSP00000325120",977
"9606.ENSP00000001008","9606.ENSP00000292169",742
"9606.ENSP00000001008","9606.ENSP00000485525",849
"9606.ENSP00000001008","9606.ENSP00000364802",771
"9606.ENSP00000001008","9606.ENSP00000405330",893
"9606.ENSP00000001008","9606.ENSP00000363822",928
"9606.ENSP00000001008","9606.ENSP00000359424",801
"9606.ENSP00000001146","9606.ENSP00000360958",927
"9606.ENSP00000001146","9606.ENSP00000299529",750
"9606.ENSP00000001146","9606.ENSP00000308032",941
"9606.ENSP00000001146","9606.ENSP00000297785",964
"9606.ENSP00000001146","9606.ENSP00000224356",919
"9606.ENSP00000001146","9606.ENSP00000342007",945
"9606.ENSP00000001146","9606.ENSP00000378488",943
"9606.ENSP00000001146","9606.ENSP00000363832",921
"9606.ENSP00000001146","9606.ENSP00000285979",937
"9606.ENSP00000001146","9606.ENSP00000311095",926
"9606.ENSP00000001146","9606.ENSP00000332256",973
"9606.ENSP00000001146","9606.ENSP00000249750",988
"9606.ENSP00000002596","9606.ENSP00000359581",877
"9606.ENSP00000002596","9606.ENSP00000261858",736
"9606.ENSP00000002596","9606.ENSP00000308770",845
"9606.ENSP00000003084","9606.ENSP00000247461",936
"9606.ENSP00000003084","9606.ENSP00000359596",829
"9606.ENSP00000003084","9606.ENSP00000347742",882
"9606.ENSP00000003084","9606.ENSP00000248553",780
"9606.ENSP00000003084","9606.ENSP00000361930",944
"9606.ENSP00000003084","9606.ENSP00000348416",964
"9606.ENSP00000003084","9606.ENSP00000309591",982
"9606.ENSP00000003084","9606.ENSP00000488437",707
"9606.ENSP00000003084","9606.ENSP00000254322",825
"9606.ENSP00000003084","9606.ENSP00000449404",752
"9606.ENSP00000003084","9606.ENSP00000262461",816
"9606.ENSP00000003084","9606.ENSP00000323867",922
"9606.ENSP00000003084","9606.ENSP00000313391",742
"9606.ENSP00000003084","9606.ENSP00000437125",986
"9606.ENSP00000003084","9606.ENSP00000498246",733
"9606.ENSP00000003084","9606.ENSP00000392330",808
"9606.ENSP00000003084","9606.ENSP00000441369",908
"9606.ENSP00000003084","9606.ENSP00000335153",986
"9606.ENSP00000003084","9606.ENSP00000358866",957
"9606.ENSP00000003084","9606.ENSP00000306330",914
"9606.ENSP00000003084","9606.ENSP00000347454",882
"9606.ENSP00000003084","9606.ENSP00000353292",821
"9606.ENSP00000003084","9606.ENSP00000302961",925
"9606.ENSP00000003084","9606.ENSP00000360609",964
"9606.ENSP00000003084","9606.ENSP00000360290",907
"9606.ENSP00000003084","9606.ENSP00000290649",734
"9606.ENSP00000003084","9606.ENSP00000342143",969
"9606.ENSP00000003084","9606.ENSP00000383199",764
"9606.ENSP00000003084","9606.ENSP00000369127",849
"9606.ENSP00000003084","9606.ENSP00000338934",898
"9606.ENSP00000003084","9606.ENSP00000373489",702
"9606.ENSP00000003084","9606.ENSP00000379287",917
"9606.ENSP00000003084","9606.ENSP00000494750",717
"9606.ENSP00000003084","9606.ENSP00000365804",848
"9606.ENSP00000003084","9606.ENSP00000262613",999
"9606.ENSP00000003100","9606.ENSP00000359297",989
"9606.ENSP00000003100","9606.ENSP00000344741",840
"9606.ENSP00000003100","9606.ENSP00000417052",714
"9606.ENSP00000003100","9606.ENSP00000360316",992
"9606.ENSP00000003100","9606.ENSP00000354468",782
"9606.ENSP00000003100","9606.ENSP00000277010",985
"9606.ENSP00000003100","9606.ENSP00000228510",782
"9606.ENSP00000003100","9606.ENSP00000358421",846
"9606.ENSP00000003100","9606.ENSP00000322706",984
"9606.ENSP00000003100","9606.ENSP00000419970",960
"9606.ENSP00000003100","9606.ENSP00000349078",886
"9606.ENSP00000003100","9606.ENSP00000242480",755
"9606.ENSP00000003100","9606.ENSP00000297679",844
"9606.ENSP00000003100","9606.ENSP00000264027",987
"9606.ENSP00000003100","9606.ENSP00000491537",997
"9606.ENSP00000003100","9606.ENSP00000254521",996
"9606.ENSP00000003100","9606.ENSP00000217971",867
"9606.ENSP00000003100","9606.ENSP00000301012",869
"9606.ENSP00000003100","9606.ENSP00000354476",918
"9606.ENSP00000003100","9606.ENSP00000347717",978
"9606.ENSP00000003100","9606.ENSP00000339883",993
"9606.ENSP00000003100","9606.ENSP00000380837",999
"9606.ENSP00000003100","9606.ENSP00000358414",921
"9606.ENSP00000003100","9606.ENSP00000341625",764
"9606.ENSP00000003100","9606.ENSP00000360918",976
"9606.ENSP00000003100","9606.ENSP00000370748",942
"9606.ENSP00000003100","9606.ENSP00000265896",998
"9606.ENSP00000003100","9606.ENSP00000356015",732
"9606.ENSP00000003100","9606.ENSP00000287936",948
"9606.ENSP00000003100","9606.ENSP00000308430",767
"9606.ENSP00000003100","9606.ENSP00000279263",996
"9606.ENSP00000004531","9606.ENSP00000261783",831
"9606.ENSP00000004531","9606.ENSP00000349446",841
"9606.ENSP00000005178","9606.ENSP00000301455",739
"9606.ENSP00000005178","9606.ENSP00000280346",817
"9606.ENSP00000005178","9606.ENSP00000420927",795
"9606.ENSP00000005178","9606.ENSP00000264867",838
"9606.ENSP00000005178","9606.ENSP00000378487",829
"9606.ENSP00000005178","9606.ENSP00000310928",702
"9606.ENSP00000005178","9606.ENSP00000369134",881
"9606.ENSP00000005178","9606.ENSP00000297185",904
"9606.ENSP00000005178","9606.ENSP00000307786",718
"9606.ENSP00000005178","9606.ENSP00000227868",785
"9606.ENSP00000005178","9606.ENSP00000380432",777
"9606.ENSP00000005178","9606.ENSP00000498864",795
"9606.ENSP00000005178","9606.ENSP00000320935",753
"9606.ENSP00000005178","9606.ENSP00000385523",740
"9606.ENSP00000005226","9606.ENSP00000495481",855
"9606.ENSP00000005226","9606.ENSP00000494321",748
"9606.ENSP00000005257","9606.ENSP00000420213",815
"9606.ENSP00000005257","9606.ENSP00000394560",925
"9606.ENSP00000005257","9606.ENSP00000400175",930
"9606.ENSP00000005257","9606.ENSP00000274376",988
"9606.ENSP00000005257","9606.ENSP00000372924",999
"9606.ENSP00000005257","9606.ENSP00000451828",729
"9606.ENSP00000005257","9606.ENSP00000356231",734
"9606.ENSP00000005257","9606.ENSP00000298316",722
"9606.ENSP00000005257","9606.ENSP00000351255",755
"9606.ENSP00000005257","9606.ENSP00000378974",926
"9606.ENSP00000005257","9606.ENSP00000311344",869
"9606.ENSP00000005257","9606.ENSP00000291295",827
"9606.ENSP00000005257","9606.ENSP00000249071",932
"9606.ENSP00000005257","9606.ENSP00000272519",938
"9606.ENSP00000005257","9606.ENSP00000369689",816
"9606.ENSP00000005257","9606.ENSP00000407586",831
"9606.ENSP00000005257","9606.ENSP00000253861",988
"9606.ENSP00000005257","9606.ENSP00000320935",788
"9606.ENSP00000005257","9606.ENSP00000497444",881
"9606.ENSP00000005257","9606.ENSP00000499717",849
"9606.ENSP00000005257","9606.ENSP00000401888",849
"9606.ENSP00000005257","9606.ENSP00000327145",789
"9606.ENSP00000005257","9606.ENSP00000362680",874
"9606.ENSP00000005257","9606.ENSP00000361120",999
"9606.ENSP00000005257","9606.ENSP00000230449",999
"9606.ENSP00000005257","9606.ENSP00000358866",930
"9606.ENSP00000005340","9606.ENSP00000360060",921
"9606.ENSP00000005340","9606.ENSP00000263388",930
"9606.ENSP00000005340","9606.ENSP00000403362",721
"9606.ENSP00000005340","9606.ENSP00000343129",856
"9606.ENSP00000005340","9606.ENSP00000354607",964
"9606.ENSP00000005340","9606.ENSP00000495360",930
"9606.ENSP00000005340","9606.ENSP00000302625",969
"9606.ENSP00000005340","9606.ENSP00000498587",931
"9606.ENSP00000005340","9606.ENSP00000313391",786
"9606.ENSP00000005340","9606.ENSP00000400175",717
"9606.ENSP00000005340","9606.ENSP00000262435",762
"9606.ENSP00000005340","9606.ENSP00000427793",742
"9606.ENSP00000005340","9606.ENSP00000293549",784
"9606.ENSP00000005340","9606.ENSP00000419465",942
"9606.ENSP00000005340","9606.ENSP00000403701",981
"9606.ENSP00000005340","9606.ENSP00000365042",940
"9606.ENSP00000005340","9606.ENSP00000434034",985
"9606.ENSP00000005340","9606.ENSP00000286201",964
"9606.ENSP00000005340","9606.ENSP00000323901",956
"9606.ENSP00000005340","9606.ENSP00000256646",926
"9606.ENSP00000005340","9606.ENSP00000262506",918
"9606.ENSP00000005340","9606.ENSP00000381531",875
"9606.ENSP00000005340","9606.ENSP00000262738",784
"9606.ENSP00000005340","9606.ENSP00000268459",962
"9606.ENSP00000005340","9606.ENSP00000363826",937
"9606.ENSP00000005340","9606.ENSP00000361027",708
"9606.ENSP00000005340","9606.ENSP00000374455",779
"9606.ENSP00000005340","9606.ENSP00000257430",964
"9606.ENSP00000005340","9606.ENSP00000287934",928
"9606.ENSP00000005340","9606.ENSP00000324806",976
"9606.ENSP00000005340","9606.ENSP00000262320",999
"9606.ENSP00000005340","9606.ENSP00000264634",978
"9606.ENSP00000005340","9606.ENSP00000256474",757
"9606.ENSP00000005340","9606.ENSP00000380044",967
"9606.ENSP00000005340","9606.ENSP00000300093",914
"9606.ENSP00000005340","9606.ENSP00000409581",929
"9606.ENSP00000005340","9606.ENSP00000264414",732
"9606.ENSP00000005340","9606.ENSP00000364163",914
"9606.ENSP00000005340","9606.ENSP00000220772",706
"9606.ENSP00000005340","9606.ENSP00000378557",978
"9606.ENSP00000005340","9606.ENSP00000357459",750
"9606.ENSP00000005340","9606.ENSP00000354621",737
"9606.ENSP00000005340","9606.ENSP00000380379",746
"9606.ENSP00000005587","9606.ENSP00000478763",768
"9606.ENSP00000005587","9606.ENSP00000046794",851
"9606.ENSP00000005587","9606.ENSP00000493623",981
"9606.ENSP00000005587","9606.ENSP00000477713",767
"9606.ENSP00000005587","9606.ENSP00000293379",900
"9606.ENSP00000005587","9606.ENSP00000380227",901
"9606.ENSP00000005587","9606.ENSP00000379350",914
"9606.ENSP00000005587","9606.ENSP00000346671",896
"9606.ENSP00000005587","9606.ENSP00000428924",781
"9606.ENSP00000006053","9606.ENSP00000225844",749
"9606.ENSP00000006053","9606.ENSP00000309968",769
"9606.ENSP00000006053","9606.ENSP00000375086",768
"9606.ENSP00000006053","9606.ENSP00000302234",992
"9606.ENSP00000006053","9606.ENSP00000379140",893
"9606.ENSP00000006053","9606.ENSP00000306512",845
"9606.ENSP00000006053","9606.ENSP00000412237",815
"9606.ENSP00000006053","9606.ENSP00000292303",977
"9606.ENSP00000006053","9606.ENSP00000308815",801
"9606.ENSP00000006053","9606.ENSP00000246657",915
"9606.ENSP00000006053","9606.ENSP00000296871",953
"9606.ENSP00000006053","9606.ENSP00000229135",923
"9606.ENSP00000006053","9606.ENSP00000379110",939
"9606.ENSP00000006053","9606.ENSP00000474412",971
"9606.ENSP00000006053","9606.ENSP00000225474",942
"9606.ENSP00000006053","9606.ENSP00000386559",704
"9606.ENSP00000006053","9606.ENSP00000286758",860
"9606.ENSP00000006053","9606.ENSP00000396198",968
"9606.ENSP00000006053","9606.ENSP00000219244",856
"9606.ENSP00000006053","9606.ENSP00000497260",800
"9606.ENSP00000006053","9606.ENSP00000296026",795
"9606.ENSP00000006053","9606.ENSP00000264498",971
"9606.ENSP00000006053","9606.ENSP00000404131",710
"9606.ENSP00000006053","9606.ENSP00000351671",920
"9606.ENSP00000006053","9606.ENSP00000260408",823
"9606.ENSP00000006053","9606.ENSP00000469613",889
"9606.ENSP00000006053","9606.ENSP00000386884",995
"9606.ENSP00000006053","9606.ENSP00000359663",718
"9606.ENSP00000006053","9606.ENSP00000263341",839
"9606.ENSP00000006053","9606.ENSP00000398698",814
"9606.ENSP00000006053","9606.ENSP00000263851",702
"9606.ENSP00000006053","9606.ENSP00000395704",939
"9606.ENSP00000006053","9606.ENSP00000292301",997
"9606.ENSP00000006053","9606.ENSP00000263339",829
"9606.ENSP00000006053","9606.ENSP00000367832",870
"9606.ENSP00000006053","9606.ENSP00000296140",905
"9606.ENSP00000006053","9606.ENSP00000226730",743
"9606.ENSP00000006053","9606.ENSP00000362795",990
"9606.ENSP00000006053","9606.ENSP00000264832",725
"9606.ENSP00000006053","9606.ENSP00000296029",713
"9606.ENSP00000006053","9606.ENSP00000225831",831
"9606.ENSP00000006053","9606.ENSP00000496959",729
"9606.ENSP00000006053","9606.ENSP00000326432",846
"9606.ENSP00000006053","9606.ENSP00000226317",737
"9606.ENSP00000006053","9606.ENSP00000482259",904
"9606.ENSP00000006053","9606.ENSP00000334448",800
"9606.ENSP00000006053","9606.ENSP00000306884",859
"9606.ENSP00000006053","9606.ENSP00000231449",780
"9606.ENSP00000006053","9606.ENSP00000385675",735
"9606.ENSP00000006053","9606.ENSP00000427279",798
"9606.ENSP00000006053","9606.ENSP00000354901",926
"9606.ENSP00000006053","9606.ENSP00000265171",961
"9606.ENSP00000006053","9606.ENSP00000293778",914
"9606.ENSP00000006053","9606.ENSP00000305651",948
"9606.ENSP00000006053","9606.ENSP00000219235",878
"9606.ENSP00000008938","9606.ENSP00000302961",963
"9606.ENSP00000008938","9606.ENSP00000222823",728
"9606.ENSP00000008938","9606.ENSP00000300589",710
"9606.ENSP00000008938","9606.ENSP00000236826",732
"9606.ENSP00000008938","9606.ENSP00000231751",781
"9606.ENSP00000009530","9606.ENSP00000357494",776
"9606.ENSP00000009530","9606.ENSP00000243253",869
"9606.ENSP00000009530","9606.ENSP00000219252",877
"9606.ENSP00000009530","9606.ENSP00000496044",877
"9606.ENSP00000009530","9606.ENSP00000259951",845
"9606.ENSP00000009530","9606.ENSP00000472985",981
"9606.ENSP00000009530","9606.ENSP00000229829",966
"9606.ENSP00000009530","9606.ENSP00000370589",804
"9606.ENSP00000009530","9606.ENSP00000386884",994
"9606.ENSP00000009530","9606.ENSP00000398632",999
"9606.ENSP00000009530","9606.ENSP00000357981",981
"9606.ENSP00000009530","9606.ENSP00000341885",981
"9606.ENSP00000009530","9606.ENSP00000232905",810
"9606.ENSP00000009530","9606.ENSP00000369757",978
"9606.ENSP00000009530","9606.ENSP00000216554",840
"9606.ENSP00000009530","9606.ENSP00000376911",932
"9606.ENSP00000009530","9606.ENSP00000322439",972
"9606.ENSP00000009530","9606.ENSP00000331019",934
"9606.ENSP00000009530","9606.ENSP00000384952",888
"9606.ENSP00000009530","9606.ENSP00000496832",714
"9606.ENSP00000009530","9606.ENSP00000308897",774
"9606.ENSP00000009530","9606.ENSP00000376055",717
"9606.ENSP00000009530","9606.ENSP00000494697",980
"9606.ENSP00000009530","9606.ENSP00000447001",977
"9606.ENSP00000009530","9606.ENSP00000363976",994
"9606.ENSP00000009530","9606.ENSP00000326981",938
"9606.ENSP00000009530","9606.ENSP00000328854",812
"9606.ENSP00000009530","9606.ENSP00000358140",746
"9606.ENSP00000009530","9606.ENSP00000380948",721
"9606.ENSP00000009530","9606.ENSP00000215754",999
"9606.ENSP00000009530","9606.ENSP00000403172",980
"9606.ENSP00000009530","9606.ENSP00000464342",981
"9606.ENSP00000009530","9606.ENSP00000339398",994
"9606.ENSP00000009530","9606.ENSP00000481646",935
"9606.ENSP00000009530","9606.ENSP00000364320",888
"9606.ENSP00000009530","9606.ENSP00000353099",995
"9606.ENSP00000009530","9606.ENSP00000470972",985
"9606.ENSP00000009530","9606.ENSP00000426909",976
"9606.ENSP00000009530","9606.ENSP00000230050",979
"9606.ENSP00000009530","9606.ENSP00000378163",979
"9606.ENSP00000009530","9606.ENSP00000460871",771
"9606.ENSP00000009530","9606.ENSP00000230340",837
"9606.ENSP00000009530","9606.ENSP00000349142",839
"9606.ENSP00000009530","9606.ENSP00000264995",836
"9606.ENSP00000009530","9606.ENSP00000385725",850
"9606.ENSP00000009530","9606.ENSP00000360034",832
"9606.ENSP00000009530","9606.ENSP00000345672",954
"9606.ENSP00000009530","9606.ENSP00000371169",781
"9606.ENSP00000009530","9606.ENSP00000474412",713
"9606.ENSP00000009530","9606.ENSP00000395590",940
"9606.ENSP00000009530","9606.ENSP00000375632",982
"9606.ENSP00000009530","9606.ENSP00000381736",865
"9606.ENSP00000009530","9606.ENSP00000306788",853
"9606.ENSP00000009530","9606.ENSP00000419449",838
"9606.ENSP00000009530","9606.ENSP00000355315",931
"9606.ENSP00000009530","9606.ENSP00000355890",845
"9606.ENSP00000009530","9606.ENSP00000284981",985
"9606.ENSP00000009530","9606.ENSP00000232888",790
"9606.ENSP00000009530","9606.ENSP00000357320",793
"9606.ENSP00000009530","9606.ENSP00000398890",982
"9606.ENSP00000009530","9606.ENSP00000346088",905
"9606.ENSP00000009530","9606.ENSP00000333401",792
"9606.ENSP00000009530","9606.ENSP00000449328",983
"9606.ENSP00000009530","9606.ENSP00000411010",781
"9606.ENSP00000009530","9606.ENSP00000263629",842
"9606.ENSP00000009530","9606.ENSP00000261637",792
"9606.ENSP00000009530","9606.ENSP00000496848",975
"9606.ENSP00000009530","9606.ENSP00000336702",766
"9606.ENSP00000009530","9606.ENSP00000346050",980
"9606.ENSP00000009530","9606.ENSP00000345344",993
"9606.ENSP00000009530","9606.ENSP00000365817",764
"9606.ENSP00000009530","9606.ENSP00000278572",983
"9606.ENSP00000009530","9606.ENSP00000497910",808
"9606.ENSP00000009530","9606.ENSP00000268661",934
"9606.ENSP00000009530","9606.ENSP00000399168",800
"9606.ENSP00000009530","9606.ENSP00000365402",815
"9606.ENSP00000009530","9606.ENSP00000252602",772
"9606.ENSP00000009530","9606.ENSP00000410746",909
"9606.ENSP00000009530","9606.ENSP00000364119",800
"9606.ENSP00000009530","9606.ENSP00000244230",829
"9606.ENSP00000009530","9606.ENSP00000357823",968
"9606.ENSP00000009530","9606.ENSP00000384302",799
"9606.ENSP00000009530","9606.ENSP00000485010",833
"9606.ENSP00000009530","9606.ENSP00000469613",947
"9606.ENSP00000009530","9606.ENSP00000296577",761
"9606.ENSP00000009530","9606.ENSP00000379873",807
"9606.ENSP00000009530","9606.ENSP00000368927",934
"9606.ENSP00000009530","9606.ENSP00000405068",785
"9606.ENSP00000009530","9606.ENSP00000307940",945
"9606.ENSP00000009530","9606.ENSP00000378786",999
"9606.ENSP00000009530","9606.ENSP00000216190",701
"9606.ENSP00000009530","9606.ENSP00000355228",817
"9606.ENSP00000009530","9606.ENSP00000259239",771
"9606.ENSP00000009530","9606.ENSP00000389356",931
"9606.ENSP00000009530","9606.ENSP00000379506",981
"9606.ENSP00000009530","9606.ENSP00000256383",868
"9606.ENSP00000009530","9606.ENSP00000381386",965
"9606.ENSP00000009530","9606.ENSP00000362208",827
"9606.ENSP00000011619","9606.ENSP00000424838",910
"9606.ENSP00000011619","9606.ENSP00000368835",949
"9606.ENSP00000011619","9606.ENSP00000301178",875
"9606.ENSP00000011619","9606.ENSP00000316589",997
"9606.ENSP00000011619","9606.ENSP00000384675",817
"9606.ENSP00000011619","9606.ENSP00000317272",716
"9606.ENSP00000011619","9606.ENSP00000359077",962
"9606.ENSP00000011653","9606.ENSP00000498466",840
"9606.ENSP00000011653","9606.ENSP00000477713",999
"9606.ENSP00000011653","9606.ENSP00000398890",941
"9606.ENSP00000011653","9606.ENSP00000231454",930
"9606.ENSP00000011653","9606.ENSP00000351255",832
"9606.ENSP00000011653","9606.ENSP00000356713",739
"9606.ENSP00000011653","9606.ENSP00000380855",945
"9606.ENSP00000011653","9606.ENSP00000231487",950
"9606.ENSP00000011653","9606.ENSP00000369581",845
"9606.ENSP00000011653","9606.ENSP00000386380",743
"9606.ENSP00000011653","9606.ENSP00000478763",724
"9606.ENSP00000011653","9606.ENSP00000046794",891
"9606.ENSP00000011653","9606.ENSP00000331736",756
"9606.ENSP00000011653","9606.ENSP00000451828",839
"9606.ENSP00000011653","9606.ENSP00000351497",842
"9606.ENSP00000011653","9606.ENSP00000265162",994
"9606.ENSP00000011653","9606.ENSP00000489597",783
"9606.ENSP00000011653","9606.ENSP00000433847",796
"9606.ENSP00000011653","9606.ENSP00000358490",996
"9606.ENSP00000011653","9606.ENSP00000376197",880
"9606.ENSP00000011653","9606.ENSP00000381775",726
"9606.ENSP00000011653","9606.ENSP00000496848",938
"9606.ENSP00000011653","9606.ENSP00000361405",701
"9606.ENSP00000011653","9606.ENSP00000379140",825
"9606.ENSP00000011653","9606.ENSP00000398568",940
"9606.ENSP00000011653","9606.ENSP00000162749",797
"9606.ENSP00000011653","9606.ENSP00000320084",877
"9606.ENSP00000011653","9606.ENSP00000497910",755
"9606.ENSP00000011653","9606.ENSP00000365817",785
"9606.ENSP00000011653","9606.ENSP00000292303",999
"9606.ENSP00000011653","9606.ENSP00000412237",976
"9606.ENSP00000011653","9606.ENSP00000306512",861
"9606.ENSP00000011653","9606.ENSP00000370989",938
"9606.ENSP00000011653","9606.ENSP00000310036",886
"9606.ENSP00000011653","9606.ENSP00000384371",799
"9606.ENSP00000011653","9606.ENSP00000229135",991
"9606.ENSP00000011653","9606.ENSP00000296871",880
"9606.ENSP00000011653","9606.ENSP00000246657",947
"9606.ENSP00000011653","9606.ENSP00000308815",888
"9606.ENSP00000011653","9606.ENSP00000356024",798
"9606.ENSP00000011653","9606.ENSP00000263379",741
"9606.ENSP00000011653","9606.ENSP00000360216",726
"9606.ENSP00000011653","9606.ENSP00000328207",871
"9606.ENSP00000011653","9606.ENSP00000474412",887
"9606.ENSP00000011653","9606.ENSP00000379110",735
"9606.ENSP00000011653","9606.ENSP00000291890",737
"9606.ENSP00000011653","9606.ENSP00000225474",734
"9606.ENSP00000011653","9606.ENSP00000264246",958
"9606.ENSP00000011653","9606.ENSP00000265371",725
"9606.ENSP00000011653","9606.ENSP00000386559",999
"9606.ENSP00000011653","9606.ENSP00000215637",801
"9606.ENSP00000011653","9606.ENSP00000227507",781
"9606.ENSP00000011653","9606.ENSP00000346671",980
"9606.ENSP00000011653","9606.ENSP00000286758",818
"9606.ENSP00000011653","9606.ENSP00000370542",727
"9606.ENSP00000011653","9606.ENSP00000365437",784
"9606.ENSP00000011653","9606.ENSP00000294728",724
"9606.ENSP00000011653","9606.ENSP00000398655",887
"9606.ENSP00000011653","9606.ENSP00000370842",729
"9606.ENSP00000011653","9606.ENSP00000354782",989
"9606.ENSP00000011653","9606.ENSP00000295897",817
"9606.ENSP00000011653","9606.ENSP00000226279",932
"9606.ENSP00000011653","9606.ENSP00000219244",718
"9606.ENSP00000011653","9606.ENSP00000495530",752
"9606.ENSP00000011653","9606.ENSP00000431445",985
"9606.ENSP00000011653","9606.ENSP00000361359",924
"9606.ENSP00000011653","9606.ENSP00000265094",903
"9606.ENSP00000011653","9606.ENSP00000244007",737
"9606.ENSP00000011653","9606.ENSP00000240618",780
"9606.ENSP00000011653","9606.ENSP00000379873",864
"9606.ENSP00000011653","9606.ENSP00000495360",700
"9606.ENSP00000011653","9606.ENSP00000216341",936
"9606.ENSP00000011653","9606.ENSP00000266041",999
"9606.ENSP00000011653","9606.ENSP00000378786",997
"9606.ENSP00000011653","9606.ENSP00000353731",774
"9606.ENSP00000011653","9606.ENSP00000349967",878
"9606.ENSP00000011653","9606.ENSP00000349252",859
"9606.ENSP00000011653","9606.ENSP00000252593",788
"9606.ENSP00000011653","9606.ENSP00000255030",790
"9606.ENSP00000011653","9606.ENSP00000368538",872
"9606.ENSP00000011653","9606.ENSP00000356694",868
"9606.ENSP00000011653","9606.ENSP00000227752",708
"9606.ENSP00000011653","9606.ENSP00000369293",936
"9606.ENSP00000011653","9606.ENSP00000351671",731
"9606.ENSP00000011653","9606.ENSP00000312082",754
"9606.ENSP00000011653","9606.ENSP00000324890",971
"9606.ENSP00000011653","9606.ENSP00000296511",807
"9606.ENSP00000011653","9606.ENSP00000306157",960
"9606.ENSP00000011653","9606.ENSP00000365402",857
"9606.ENSP00000011653","9606.ENSP00000399168",890
"9606.ENSP00000011653","9606.ENSP00000391592",704
"9606.ENSP00000011653","9606.ENSP00000501245",911
"9606.ENSP00000011653","9606.ENSP00000288135",778
"9606.ENSP00000011653","9606.ENSP00000355896",702
"9606.ENSP00000011653","9606.ENSP00000363318",884
"9606.ENSP00000011653","9606.ENSP00000320936",779
"9606.ENSP00000011653","9606.ENSP00000359206",947
"9606.ENSP00000011653","9606.ENSP00000227155",968
"9606.ENSP00000011653","9606.ENSP00000296795",786
"9606.ENSP00000011653","9606.ENSP00000485010",745
"9606.ENSP00000011653","9606.ENSP00000428924",700
"9606.ENSP00000011653","9606.ENSP00000358165",902
"9606.ENSP00000011653","9606.ENSP00000267082",728
"9606.ENSP00000011653","9606.ENSP00000312326",877
"9606.ENSP00000011653","9606.ENSP00000411355",981
"9606.ENSP00000011653","9606.ENSP00000499900",740
"9606.ENSP00000011653","9606.ENSP00000498321",850
"9606.ENSP00000011653","9606.ENSP00000480132",883
"9606.ENSP00000011653","9606.ENSP00000319476",929
"9606.ENSP00000011653","9606.ENSP00000263087",848
"9606.ENSP00000011653","9606.ENSP00000398632",950
"9606.ENSP00000011653","9606.ENSP00000359663",983
"9606.ENSP00000011653","9606.ENSP00000386884",999
"9606.ENSP00000011653","9606.ENSP00000398698",968
"9606.ENSP00000011653","9606.ENSP00000263341",958
"9606.ENSP00000011653","9606.ENSP00000312027",901
"9606.ENSP00000011653","9606.ENSP00000260356",817
"9606.ENSP00000011653","9606.ENSP00000365230",746
"9606.ENSP00000011653","9606.ENSP00000335062",960
"9606.ENSP00000011653","9606.ENSP00000221972",753
"9606.ENSP00000011653","9606.ENSP00000327890",887
"9606.ENSP00000011653","9606.ENSP00000315477",840
"9606.ENSP00000011653","9606.ENSP00000354566",991
"9606.ENSP00000011653","9606.ENSP00000257770",736
"9606.ENSP00000011653","9606.ENSP00000263851",909
"9606.ENSP00000011653","9606.ENSP00000332049",958
"9606.ENSP00000011653","9606.ENSP00000380958",773
"9606.ENSP00000011653","9606.ENSP00000354394",891
"9606.ENSP00000011653","9606.ENSP00000395704",718
"9606.ENSP00000011653","9606.ENSP00000284240",753
"9606.ENSP00000011653","9606.ENSP00000364898",981
"9606.ENSP00000011653","9606.ENSP00000263932",776
"9606.ENSP00000011653","9606.ENSP00000332659",736
"9606.ENSP00000011653","9606.ENSP00000292301",909
"9606.ENSP00000011653","9606.ENSP00000497102",955
"9606.ENSP00000011653","9606.ENSP00000228434",948
"9606.ENSP00000011653","9606.ENSP00000280357",849
"9606.ENSP00000011653","9606.ENSP00000263339",876
"9606.ENSP00000011653","9606.ENSP00000300692",982
"9606.ENSP00000011653","9606.ENSP00000371958",829
"9606.ENSP00000011653","9606.ENSP00000380070",759
"9606.ENSP00000011653","9606.ENSP00000311032",772
"9606.ENSP00000011653","9606.ENSP00000226574",858
"9606.ENSP00000011653","9606.ENSP00000296140",708
"9606.ENSP00000011653","9606.ENSP00000494750",777
"9606.ENSP00000011653","9606.ENSP00000226730",975
"9606.ENSP00000011653","9606.ENSP00000478699",851
"9606.ENSP00000011653","9606.ENSP00000380638",736
"9606.ENSP00000011653","9606.ENSP00000457421",746
"9606.ENSP00000011653","9606.ENSP00000362795",864
